0 -1 [[2, 8, 7], [1, 3, 6], [0, 4, 5]]
71952 54832 [[7, 2, 3], [5, 1, 6], [0, 8, 4]]
71953 54832 [[7, 2, 3], [5, 0, 6], [8, 1, 4]]
71954 54833 [[5, 7, 3], [8, 2, 1], [0, 4, 6]]
71955 54834 [[7, 2, 3], [5, 0, 4], [8, 6, 1]]
71956 54834 [[7, 2, 0], [5, 4, 3], [8, 6, 1]]
71957 54835 [[2, 3, 1], [7, 0, 5], [8, 4, 6]]
71958 54835 [[2, 3, 1], [7, 5, 6], [8, 4, 0]]
71959 54836 [[0, 5, 3], [2, 7, 1], [8, 4, 6]]
71960 54836 [[2, 5, 3], [8, 7, 1], [0, 4, 6]]
71961 54837 [[2, 5, 0], [7, 1, 3], [8, 4, 6]]
71962 54837 [[2, 5, 3], [7, 1, 6], [8, 4, 0]]
71963 54838 [[2, 5, 3], [7, 4, 1], [0, 8, 6]]
71964 54838 [[2, 5, 3], [7, 4, 1], [8, 6, 0]]
71965 54839 [[7, 2, 3], [4, 8, 5], [6, 1, 0]]
71966 54839 [[7, 2, 3], [4, 0, 5], [6, 8, 1]]
71967 54840 [[7, 2, 3], [6, 0, 5], [8, 4, 1]]
71968 54840 [[0, 2, 3], [7, 6, 5], [8, 4, 1]]
71969 54841 [[8, 7, 2], [5, 0, 3], [4, 6, 1]]
71970 54841 [[8, 7, 2], [4, 5, 3], [0, 6, 1]]
71971 54842 [[0, 5, 2], [7, 8, 3], [4, 6, 1]]
71972 54842 [[7, 5, 2], [4, 8, 3], [0, 6, 1]]
71973 54843 [[7, 5, 0], [8, 3, 2], [4, 6, 1]]
71974 54843 [[7, 5, 2], [8, 3, 1], [4, 6, 0]]
71975 54844 [[7, 5, 2], [8, 6, 3], [0, 4, 1]]
71976 54845 [[7, 3, 2], [8, 0, 4], [5, 6, 1]]
71977 54845 [[7, 3, 2], [8, 4, 1], [5, 6, 0]]
71978 54846 [[0, 4, 3], [7, 8, 2], [5, 6, 1]]
71979 54846 [[7, 4, 3], [5, 8, 2], [0, 6, 1]]
71980 54847 [[7, 4, 0], [8, 2, 3], [5, 6, 1]]
71981 54848 [[7, 4, 3], [8, 6, 2], [0, 5, 1]]
71982 54848 [[7, 4, 3], [8, 6, 2], [5, 1, 0]]
71983 54849 [[8, 7, 3], [5, 0, 4], [6, 1, 2]]
71984 54849 [[8, 7, 0], [5, 4, 3], [6, 1, 2]]
71985 54850 [[0, 7, 3], [8, 5, 2], [6, 4, 1]]
71986 54850 [[8, 7, 3], [6, 5, 2], [0, 4, 1]]
71987 54851 [[8, 7, 0], [5, 2, 3], [6, 4, 1]]
71988 54851 [[8, 7, 3], [5, 2, 1], [6, 4, 0]]
71989 54852 [[0, 8, 3], [5, 7, 2], [6, 4, 1]]
71990 54852 [[8, 3, 0], [5, 7, 2], [6, 4, 1]]
71991 54853 [[4, 8, 0], [7, 2, 3], [5, 6, 1]]
71992 54854 [[4, 3, 0], [7, 8, 2], [5, 6, 1]]
71993 54855 [[4, 8, 3], [7, 6, 2], [0, 5, 1]]
71994 54855 [[4, 8, 3], [7, 6, 2], [5, 1, 0]]
71995 54856 [[4, 8, 3], [5, 7, 2], [6, 1, 0]]
71996 54856 [[4, 8, 3], [5, 0, 2], [6, 7, 1]]
71997 54857 [[0, 3, 2], [8, 4, 7], [5, 6, 1]]
71998 54857 [[8, 3, 2], [5, 4, 7], [0, 6, 1]]
71999 54859 [[8, 3, 2], [4, 6, 7], [0, 5, 1]]
72000 54859 [[8, 3, 2], [4, 6, 7], [5, 1, 0]]
72001 54860 [[8, 3, 2], [4, 0, 1], [5, 7, 6]]
72002 54861 [[8, 7, 3], [6, 2, 1], [4, 5, 0]]
72003 54862 [[0, 8, 3], [6, 7, 2], [4, 5, 1]]
72004 54862 [[8, 3, 0], [6, 7, 2], [4, 5, 1]]
72005 54863 [[8, 7, 3], [6, 5, 2], [4, 1, 0]]
72006 54864 [[0, 8, 7], [4, 6, 3], [5, 1, 2]]
72007 54864 [[8, 6, 7], [4, 0, 3], [5, 1, 2]]
72008 54865 [[0, 4, 7], [2, 8, 3], [5, 6, 1]]
72009 54865 [[4, 7, 0], [2, 8, 3], [5, 6, 1]]
72010 54866 [[4, 8, 7], [2, 6, 3], [0, 5, 1]]
72011 54866 [[4, 8, 7], [2, 6, 3], [5, 1, 0]]
72012 54867 [[4, 8, 7], [5, 0, 3], [6, 2, 1]]
72013 54868 [[2, 7, 0], [8, 4, 3], [5, 6, 1]]
72014 54868 [[2, 4, 7], [8, 0, 3], [5, 6, 1]]
72015 54869 [[8, 2, 7], [5, 4, 3], [6, 1, 0]]
72016 54869 [[8, 2, 7], [5, 0, 3], [6, 4, 1]]
72017 54871 [[0, 3, 1], [7, 8, 4], [5, 2, 6]]
72018 54871 [[7, 3, 1], [5, 8, 4], [0, 2, 6]]
72019 54872 [[7, 1, 0], [8, 3, 4], [5, 2, 6]]
72020 54873 [[7, 3, 1], [8, 2, 4], [0, 5, 6]]
72021 54873 [[7, 3, 1], [8, 2, 4], [5, 6, 0]]
72022 54874 [[7, 3, 1], [8, 4, 6], [0, 5, 2]]
72023 54874 [[7, 3, 1], [8, 0, 6], [5, 4, 2]]
72024 54875 [[7, 4, 3], [5, 8, 1], [2, 6, 0]]
72025 54875 [[7, 4, 3], [5, 0, 1], [2, 8, 6]]
72026 54876 [[7, 4, 3], [8, 1, 6], [0, 5, 2]]
72027 54876 [[7, 4, 3], [8, 0, 6], [5, 1, 2]]
72028 54877 [[0, 4, 3], [7, 2, 1], [8, 5, 6]]
72029 54878 [[7, 3, 0], [8, 1, 6], [4, 5, 2]]
72030 54878 [[7, 1, 3], [8, 0, 6], [4, 5, 2]]
72031 54879 [[7, 3, 0], [8, 4, 6], [5, 1, 2]]
72032 54880 [[8, 7, 3], [5, 0, 6], [1, 4, 2]]
72033 54881 [[4, 8, 3], [7, 0, 6], [5, 1, 2]]
72034 54881 [[4, 8, 3], [5, 7, 6], [0, 1, 2]]
72035 54882 [[8, 3, 6], [4, 0, 7], [5, 1, 2]]
72036 54882 [[8, 3, 6], [4, 7, 2], [5, 1, 0]]
72037 54883 [[0, 4, 8], [7, 1, 3], [5, 2, 6]]
72038 54883 [[4, 1, 8], [7, 0, 3], [5, 2, 6]]
72039 54884 [[4, 8, 3], [7, 1, 6], [0, 5, 2]]
72040 54885 [[4, 3, 1], [7, 8, 6], [5, 2, 0]]
72041 54886 [[4, 8, 3], [2, 0, 1], [7, 5, 6]]
72042 54886 [[0, 8, 3], [4, 2, 1], [7, 5, 6]]
72043 54887 [[0, 8, 3], [4, 5, 1], [2, 7, 6]]
72044 54887 [[4, 8, 3], [2, 5, 1], [0, 7, 6]]
72045 54888 [[4, 8, 0], [5, 1, 3], [2, 7, 6]]
72046 54888 [[4, 8, 3], [5, 1, 6], [2, 7, 0]]
72047 54889 [[0, 4, 3], [5, 8, 1], [2, 7, 6]]
72048 54889 [[4, 3, 0], [5, 8, 1], [2, 7, 6]]
72049 54890 [[0, 3, 1], [8, 7, 6], [4, 5, 2]]
72050 54891 [[0, 3, 1], [8, 4, 6], [5, 7, 2]]
72051 54891 [[8, 3, 1], [5, 4, 6], [0, 7, 2]]
72052 54892 [[8, 3, 0], [4, 6, 1], [5, 7, 2]]
72053 54893 [[0, 8, 1], [4, 3, 6], [5, 7, 2]]
72054 54893 [[8, 1, 0], [4, 3, 6], [5, 7, 2]]
72055 54894 [[7, 2, 8], [4, 1, 3], [5, 6, 0]]
72056 54894 [[7, 2, 8], [4, 0, 3], [5, 1, 6]]
72057 54895 [[0, 1, 8], [2, 5, 3], [7, 4, 6]]
72058 54896 [[2, 1, 0], [7, 5, 8], [4, 6, 3]]
72059 54897 [[8, 1, 3], [2, 0, 6], [7, 4, 5]]
72060 54898 [[2, 3, 1], [8, 0, 6], [7, 4, 5]]
72061 54898 [[0, 3, 1], [2, 8, 6], [7, 4, 5]]
72062 54899 [[2, 3, 1], [4, 7, 6], [0, 8, 5]]
72063 54900 [[2, 3, 0], [7, 6, 1], [4, 8, 5]]
72064 54900 [[2, 3, 1], [7, 6, 5], [4, 8, 0]]
72065 54901 [[0, 2, 1], [7, 3, 6], [4, 8, 5]]
72066 54902 [[0, 2, 8], [5, 1, 3], [7, 4, 6]]
72067 54903 [[2, 8, 3], [5, 0, 6], [7, 1, 4]]
72068 54904 [[5, 2, 3], [8, 0, 1], [7, 4, 6]]
72069 54904 [[5, 2, 3], [7, 8, 1], [0, 4, 6]]
72070 54905 [[2, 3, 1], [5, 8, 6], [7, 4, 0]]
72071 54906 [[2, 8, 3], [5, 0, 4], [7, 6, 1]]
72072 54906 [[2, 8, 0], [5, 4, 3], [7, 6, 1]]
72073 54907 [[8, 3, 1], [2, 0, 5], [7, 4, 6]]
72074 54907 [[8, 3, 1], [2, 5, 6], [7, 4, 0]]
72075 54908 [[0, 5, 3], [8, 2, 1], [7, 4, 6]]
72076 54908 [[8, 5, 3], [7, 2, 1], [0, 4, 6]]
72077 54909 [[8, 5, 0], [2, 1, 3], [7, 4, 6]]
72078 54909 [[8, 5, 3], [2, 1, 6], [7, 4, 0]]
72079 54910 [[8, 5, 3], [2, 4, 1], [0, 7, 6]]
72080 54910 [[8, 5, 3], [2, 4, 1], [7, 6, 0]]
72081 54911 [[2, 3, 5], [7, 0, 8], [4, 6, 1]]
72082 54911 [[2, 3, 5], [7, 8, 1], [4, 6, 0]]
72083 54912 [[2, 8, 3], [6, 0, 5], [7, 4, 1]]
72084 54912 [[0, 8, 3], [2, 6, 5], [7, 4, 1]]
72085 54913 [[7, 2, 8], [5, 0, 3], [4, 6, 1]]
72086 54913 [[7, 2, 8], [4, 5, 3], [0, 6, 1]]
72087 54914 [[2, 5, 0], [7, 3, 8], [4, 6, 1]]
72088 54914 [[2, 5, 8], [7, 3, 1], [4, 6, 0]]
72089 54915 [[2, 5, 8], [7, 6, 3], [0, 4, 1]]
72090 54916 [[2, 8, 3], [5, 0, 7], [6, 4, 1]]
72091 54917 [[4, 2, 3], [8, 0, 7], [5, 6, 1]]
72092 54917 [[4, 2, 3], [5, 8, 7], [0, 6, 1]]
72093 54918 [[4, 2, 8], [7, 0, 3], [5, 6, 1]]
72094 54919 [[0, 7, 8], [2, 4, 3], [5, 6, 1]]
72095 54919 [[2, 7, 8], [5, 4, 3], [0, 6, 1]]
72096 54921 [[2, 7, 8], [4, 6, 3], [5, 1, 0]]
72097 54922 [[8, 3, 1], [2, 0, 4], [5, 7, 6]]
72098 54922 [[8, 3, 1], [2, 4, 6], [5, 7, 0]]
72099 54923 [[0, 4, 3], [8, 2, 1], [5, 7, 6]]
72100 54923 [[8, 4, 3], [5, 2, 1], [0, 7, 6]]
72101 54924 [[8, 4, 0], [2, 1, 3], [5, 7, 6]]
72102 54924 [[8, 4, 3], [2, 1, 6], [5, 7, 0]]
72103 54925 [[8, 4, 3], [2, 7, 1], [0, 5, 6]]
72104 54925 [[8, 4, 3], [2, 7, 1], [5, 6, 0]]
72105 54926 [[4, 2, 0], [8, 1, 3], [5, 7, 6]]
72106 54926 [[4, 2, 3], [8, 1, 6], [5, 7, 0]]
72107 54927 [[4, 3, 0], [8, 2, 1], [5, 7, 6]]
72108 54928 [[4, 2, 3], [8, 7, 1], [5, 6, 0]]
72109 54929 [[4, 2, 3], [5, 8, 1], [7, 6, 0]]
72110 54929 [[4, 2, 3], [5, 0, 1], [7, 8, 6]]
72111 54930 [[2, 3, 1], [4, 8, 6], [0, 5, 7]]
72112 54930 [[2, 3, 1], [4, 0, 6], [5, 8, 7]]
72113 54931 [[8, 3, 1], [7, 6, 5], [0, 2, 4]]
72114 54931 [[8, 3, 1], [7, 0, 5], [2, 6, 4]]
72115 54932 [[0, 3, 1], [8, 4, 6], [7, 2, 5]]
72116 54933 [[8, 3, 1], [7, 0, 4], [2, 5, 6]]
72117 54933 [[8, 3, 0], [7, 4, 1], [2, 5, 6]]
72118 54934 [[3, 1, 6], [8, 2, 5], [4, 7, 0]]
72119 54935 [[3, 2, 1], [4, 8, 6], [0, 7, 5]]
72120 54936 [[3, 2, 0], [8, 6, 1], [4, 7, 5]]
72121 54936 [[3, 2, 1], [8, 6, 5], [4, 7, 0]]
72122 54937 [[8, 3, 1], [4, 0, 2], [7, 5, 6]]
72123 54937 [[8, 3, 0], [4, 2, 1], [7, 5, 6]]
72124 54938 [[8, 3, 0], [4, 6, 1], [7, 2, 5]]
72125 54938 [[8, 3, 1], [4, 6, 5], [7, 2, 0]]
72126 54939 [[0, 8, 1], [4, 3, 6], [7, 2, 5]]
72127 54939 [[8, 1, 0], [4, 3, 6], [7, 2, 5]]
72128 54940 [[2, 8, 3], [6, 0, 1], [4, 7, 5]]
72129 54940 [[2, 8, 3], [4, 6, 1], [0, 7, 5]]
72130 54942 [[7, 3, 0], [8, 1, 6], [5, 2, 4]]
72131 54942 [[7, 1, 3], [8, 0, 6], [5, 2, 4]]
72132 54944 [[5, 8, 3], [7, 1, 6], [0, 2, 4]]
72133 54945 [[5, 3, 1], [7, 8, 6], [2, 4, 0]]
72134 54946 [[5, 8, 3], [4, 0, 1], [7, 2, 6]]
72135 54946 [[0, 8, 3], [5, 4, 1], [7, 2, 6]]
72136 54947 [[5, 8, 3], [7, 0, 4], [2, 6, 1]]
72137 54947 [[5, 8, 0], [7, 4, 3], [2, 6, 1]]
72138 54948 [[5, 8, 3], [2, 0, 7], [4, 6, 1]]
72139 54948 [[5, 8, 0], [2, 7, 3], [4, 6, 1]]
72140 54949 [[0, 8, 3], [5, 2, 1], [4, 7, 6]]
72141 54949 [[5, 8, 3], [4, 2, 1], [0, 7, 6]]
72142 54950 [[0, 5, 3], [2, 8, 1], [4, 7, 6]]
72143 54950 [[5, 3, 0], [2, 8, 1], [4, 7, 6]]
72144 54951 [[8, 3, 1], [7, 0, 6], [5, 2, 4]]
72145 54951 [[0, 3, 1], [8, 7, 6], [5, 2, 4]]
72146 54952 [[0, 3, 1], [8, 5, 6], [2, 7, 4]]
72147 54952 [[8, 3, 1], [2, 5, 6], [0, 7, 4]]
72148 54953 [[8, 3, 0], [5, 6, 1], [2, 7, 4]]
72149 54953 [[8, 3, 1], [5, 6, 4], [2, 7, 0]]
72150 54954 [[0, 8, 1], [5, 3, 6], [2, 7, 4]]
72151 54954 [[8, 1, 0], [5, 3, 6], [2, 7, 4]]
72152 54955 [[7, 3, 0], [8, 5, 4], [2, 6, 1]]
72153 54956 [[5, 8, 3], [2, 7, 4], [0, 6, 1]]
72154 54957 [[8, 3, 4], [5, 7, 1], [2, 6, 0]]
72155 54958 [[8, 7, 3], [6, 0, 4], [5, 2, 1]]
72156 54958 [[0, 7, 3], [8, 6, 4], [5, 2, 1]]
72157 54959 [[5, 8, 7], [4, 0, 3], [2, 6, 1]]
72158 54959 [[5, 8, 7], [2, 4, 3], [0, 6, 1]]
72159 54960 [[3, 1, 0], [7, 8, 5], [2, 4, 6]]
72160 54960 [[3, 8, 1], [7, 0, 5], [2, 4, 6]]
72161 54961 [[7, 3, 1], [2, 8, 5], [4, 6, 0]]
72162 54962 [[7, 3, 1], [4, 0, 5], [8, 2, 6]]
72163 54962 [[0, 3, 1], [7, 4, 5], [8, 2, 6]]
72164 54963 [[7, 3, 1], [8, 0, 4], [2, 6, 5]]
72165 54963 [[7, 3, 0], [8, 4, 1], [2, 6, 5]]
72166 54964 [[7, 3, 1], [5, 0, 6], [8, 2, 4]]
72167 54964 [[0, 3, 1], [7, 5, 6], [8, 2, 4]]
72168 54965 [[0, 3, 1], [7, 8, 6], [2, 5, 4]]
72169 54965 [[7, 3, 1], [2, 8, 6], [0, 5, 4]]
72170 54966 [[7, 3, 1], [8, 6, 4], [2, 5, 0]]
72171 54967 [[0, 7, 1], [8, 3, 6], [2, 5, 4]]
72172 54969 [[7, 5, 0], [4, 1, 3], [8, 2, 6]]
72173 54969 [[7, 5, 3], [4, 1, 6], [8, 2, 0]]
72174 54970 [[0, 7, 3], [4, 5, 1], [8, 2, 6]]
72175 54970 [[7, 3, 0], [4, 5, 1], [8, 2, 6]]
72176 54971 [[7, 5, 3], [4, 2, 1], [8, 6, 0]]
72177 54972 [[5, 3, 0], [7, 4, 1], [8, 2, 6]]
72178 54972 [[5, 4, 3], [7, 0, 1], [8, 2, 6]]
72179 54973 [[0, 5, 3], [7, 8, 4], [2, 6, 1]]
72180 54973 [[7, 5, 3], [2, 8, 4], [0, 6, 1]]
72181 54974 [[0, 3, 5], [7, 8, 2], [4, 6, 1]]
72182 54974 [[7, 3, 5], [4, 8, 2], [0, 6, 1]]
72183 54975 [[0, 7, 5], [8, 3, 2], [4, 6, 1]]
72184 54976 [[7, 3, 5], [8, 6, 2], [0, 4, 1]]
72185 54976 [[7, 3, 5], [8, 6, 2], [4, 1, 0]]
72186 54977 [[7, 3, 5], [8, 2, 1], [0, 4, 6]]
72187 54977 [[7, 3, 5], [8, 0, 1], [4, 2, 6]]
72188 54978 [[8, 7, 3], [4, 1, 2], [6, 5, 0]]
72189 54979 [[0, 8, 7], [4, 2, 3], [6, 1, 5]]
72190 54980 [[7, 3, 0], [8, 4, 5], [6, 2, 1]]
72191 54980 [[7, 4, 3], [8, 0, 5], [6, 2, 1]]
72192 54981 [[0, 8, 7], [4, 5, 3], [6, 2, 1]]
72193 54982 [[8, 7, 3], [4, 5, 1], [0, 6, 2]]
72194 54982 [[8, 7, 3], [4, 0, 1], [6, 5, 2]]
72195 54983 [[8, 3, 5], [4, 0, 7], [6, 2, 1]]
72196 54983 [[8, 3, 5], [4, 7, 1], [6, 2, 0]]
72197 54984 [[3, 5, 0], [8, 2, 7], [4, 6, 1]]
72198 54984 [[3, 2, 5], [8, 0, 7], [4, 6, 1]]
72199 54985 [[8, 3, 5], [4, 2, 7], [6, 1, 0]]
72200 54986 [[2, 8, 5], [3, 0, 7], [4, 6, 1]]
72201 54987 [[8, 3, 5], [6, 0, 7], [2, 4, 1]]
72202 54988 [[8, 3, 5], [2, 0, 6], [4, 1, 7]]
72203 54988 [[8, 3, 0], [2, 6, 5], [4, 1, 7]]
72204 54989 [[8, 3, 5], [7, 0, 1], [2, 4, 6]]
72205 54990 [[0, 3, 5], [8, 2, 1], [4, 7, 6]]
72206 54990 [[8, 3, 5], [4, 2, 1], [0, 7, 6]]
72207 54991 [[8, 3, 5], [2, 1, 6], [4, 7, 0]]
72208 54992 [[0, 8, 5], [2, 3, 1], [4, 7, 6]]
72209 54994 [[8, 7, 3], [6, 5, 1], [0, 2, 4]]
72210 54995 [[6, 8, 3], [2, 7, 5], [0, 4, 1]]
72211 54996 [[8, 3, 5], [6, 7, 1], [2, 4, 0]]
72212 54997 [[5, 7, 3], [8, 0, 2], [4, 6, 1]]
72213 54997 [[5, 7, 3], [8, 2, 1], [4, 6, 0]]
72214 54998 [[5, 2, 7], [8, 6, 3], [0, 4, 1]]
72215 54999 [[8, 5, 0], [4, 2, 7], [6, 1, 3]]
72216 55000 [[0, 5, 7], [8, 4, 3], [6, 2, 1]]
72217 55000 [[8, 5, 7], [6, 4, 3], [0, 2, 1]]
72218 55001 [[8, 5, 0], [4, 3, 7], [6, 2, 1]]
72219 55001 [[8, 5, 7], [4, 3, 1], [6, 2, 0]]
72220 55002 [[8, 5, 0], [6, 3, 7], [2, 4, 1]]
72221 55002 [[8, 5, 7], [6, 3, 1], [2, 4, 0]]
72222 55004 [[5, 7, 0], [8, 6, 3], [2, 4, 1]]
72223 55004 [[5, 6, 7], [8, 0, 3], [2, 4, 1]]
72224 55005 [[0, 6, 7], [8, 4, 3], [1, 2, 5]]
72225 55006 [[7, 3, 0], [8, 1, 5], [2, 6, 4]]
72226 55007 [[0, 8, 7], [1, 5, 3], [2, 6, 4]]
72227 55008 [[1, 8, 3], [7, 0, 5], [2, 6, 4]]
72228 55008 [[1, 8, 3], [2, 7, 5], [0, 6, 4]]
72229 55009 [[8, 3, 5], [1, 0, 7], [2, 6, 4]]
72230 55009 [[8, 3, 5], [1, 7, 4], [2, 6, 0]]
72231 55011 [[1, 8, 3], [4, 0, 6], [7, 2, 5]]
72232 55012 [[1, 8, 3], [7, 0, 4], [2, 5, 6]]
72233 55012 [[1, 8, 0], [7, 4, 3], [2, 5, 6]]
72234 55013 [[1, 8, 6], [2, 3, 7], [0, 4, 5]]
72235 55014 [[0, 3, 6], [8, 4, 7], [1, 2, 5]]
72236 55015 [[8, 3, 6], [1, 0, 4], [2, 5, 7]]
72237 55015 [[8, 3, 0], [1, 4, 6], [2, 5, 7]]
72238 55016 [[0, 4, 3], [7, 8, 6], [1, 2, 5]]
72239 55016 [[7, 4, 3], [1, 8, 6], [0, 2, 5]]
72240 55017 [[7, 4, 3], [8, 6, 5], [1, 2, 0]]
72241 55018 [[1, 8, 3], [2, 7, 4], [0, 5, 6]]
72242 55019 [[7, 1, 3], [6, 0, 5], [8, 2, 4]]
72243 55019 [[0, 1, 3], [7, 6, 5], [8, 2, 4]]
72244 55020 [[0, 1, 3], [7, 8, 5], [2, 6, 4]]
72245 55020 [[7, 1, 3], [2, 8, 5], [0, 6, 4]]
72246 55021 [[7, 1, 0], [8, 5, 3], [2, 6, 4]]
72247 55021 [[7, 1, 3], [8, 5, 4], [2, 6, 0]]
72248 55022 [[1, 3, 0], [7, 4, 6], [8, 2, 5]]
72249 55022 [[1, 4, 3], [7, 0, 6], [8, 2, 5]]
72250 55023 [[0, 1, 3], [7, 8, 4], [2, 5, 6]]
72251 55023 [[7, 1, 3], [2, 8, 4], [0, 5, 6]]
72252 55024 [[7, 1, 3], [8, 5, 4], [0, 2, 6]]
72253 55025 [[3, 6, 0], [7, 8, 2], [4, 1, 5]]
72254 55026 [[7, 3, 6], [4, 8, 2], [1, 5, 0]]
72255 55027 [[7, 6, 2], [8, 3, 5], [4, 1, 0]]
72256 55029 [[0, 3, 6], [7, 2, 5], [8, 4, 1]]
72257 55030 [[7, 2, 0], [4, 8, 3], [1, 5, 6]]
72258 55031 [[0, 2, 3], [7, 4, 6], [1, 8, 5]]
72259 55032 [[7, 2, 0], [4, 6, 3], [1, 8, 5]]
72260 55032 [[7, 2, 3], [4, 6, 5], [1, 8, 0]]
72261 55033 [[0, 7, 3], [4, 2, 6], [1, 8, 5]]
72262 55033 [[7, 3, 0], [4, 2, 6], [1, 8, 5]]
72263 55034 [[8, 7, 2], [6, 0, 3], [4, 1, 5]]
72264 55034 [[8, 7, 2], [4, 6, 3], [0, 1, 5]]
72265 55035 [[0, 6, 2], [7, 8, 3], [4, 1, 5]]
72266 55035 [[7, 6, 2], [4, 8, 3], [0, 1, 5]]
72267 55036 [[8, 7, 3], [1, 4, 2], [5, 6, 0]]
72268 55037 [[8, 7, 3], [5, 0, 2], [4, 1, 6]]
72269 55037 [[0, 7, 3], [8, 5, 2], [4, 1, 6]]
72270 55038 [[8, 7, 0], [4, 5, 3], [1, 6, 2]]
72271 55039 [[4, 8, 7], [6, 0, 3], [1, 2, 5]]
72272 55039 [[4, 8, 7], [1, 6, 3], [0, 2, 5]]
72273 55040 [[8, 6, 0], [4, 3, 7], [1, 2, 5]]
72274 55040 [[8, 6, 7], [4, 3, 5], [1, 2, 0]]
72275 55041 [[8, 7, 3], [6, 0, 5], [4, 1, 2]]
72276 55042 [[0, 7, 3], [8, 4, 5], [1, 6, 2]]
72277 55042 [[8, 7, 3], [1, 4, 5], [0, 6, 2]]
72278 55043 [[0, 8, 3], [4, 7, 5], [1, 6, 2]]
72279 55043 [[8, 3, 0], [4, 7, 5], [1, 6, 2]]
72280 55044 [[4, 8, 0], [7, 6, 3], [1, 2, 5]]
72281 55044 [[4, 8, 3], [7, 6, 5], [1, 2, 0]]
72282 55045 [[4, 3, 0], [7, 8, 6], [1, 2, 5]]
72283 55046 [[4, 8, 3], [7, 2, 6], [0, 1, 5]]
72284 55046 [[4, 8, 3], [7, 2, 6], [1, 5, 0]]
72285 55047 [[0, 8, 6], [4, 3, 7], [1, 2, 5]]
72286 55048 [[8, 3, 6], [4, 0, 5], [1, 7, 2]]
72287 55049 [[6, 7, 3], [8, 0, 2], [4, 1, 5]]
72288 55049 [[6, 7, 3], [8, 2, 5], [4, 1, 0]]
72289 55051 [[8, 6, 7], [4, 0, 2], [1, 5, 3]]
72290 55051 [[8, 6, 0], [4, 2, 7], [1, 5, 3]]
72291 55052 [[7, 2, 8], [6, 0, 3], [4, 1, 5]]
72292 55052 [[7, 2, 8], [4, 6, 3], [0, 1, 5]]
72293 55053 [[0, 6, 8], [2, 7, 3], [4, 1, 5]]
72294 55053 [[2, 6, 8], [4, 7, 3], [0, 1, 5]]
72295 55054 [[2, 3, 6], [4, 7, 8], [0, 1, 5]]
72296 55055 [[0, 2, 6], [7, 3, 8], [4, 1, 5]]
72297 55056 [[2, 3, 6], [7, 8, 5], [0, 4, 1]]
72298 55056 [[2, 3, 6], [7, 0, 5], [4, 8, 1]]
72299 55057 [[3, 2, 6], [8, 7, 5], [4, 1, 0]]
72300 55058 [[2, 6, 0], [3, 8, 7], [4, 1, 5]]
72301 55059 [[3, 6, 0], [8, 2, 5], [4, 7, 1]]
72302 55060 [[8, 3, 6], [4, 0, 5], [7, 2, 1]]
72303 55061 [[0, 8, 3], [2, 5, 6], [4, 7, 1]]
72304 55062 [[0, 7, 2], [1, 8, 4], [5, 6, 3]]
72305 55062 [[1, 7, 2], [5, 8, 4], [0, 6, 3]]
72306 55063 [[0, 1, 2], [8, 7, 4], [5, 6, 3]]
72307 55063 [[1, 2, 0], [8, 7, 4], [5, 6, 3]]
72308 55064 [[1, 7, 2], [8, 6, 4], [0, 5, 3]]
72309 55064 [[1, 7, 2], [8, 6, 4], [5, 3, 0]]
72310 55065 [[1, 7, 2], [8, 4, 3], [0, 5, 6]]
72311 55065 [[1, 7, 2], [8, 0, 3], [5, 4, 6]]
72312 55066 [[1, 4, 7], [5, 8, 2], [6, 3, 0]]
72313 55066 [[1, 4, 7], [5, 0, 2], [6, 8, 3]]
72314 55067 [[1, 2, 4], [8, 0, 7], [5, 6, 3]]
72315 55068 [[1, 4, 7], [6, 0, 2], [8, 5, 3]]
72316 55068 [[0, 4, 7], [1, 6, 2], [8, 5, 3]]
72317 55069 [[1, 4, 0], [8, 6, 7], [5, 3, 2]]
72318 55070 [[0, 1, 7], [8, 5, 4], [6, 3, 2]]
72319 55071 [[0, 8, 7], [5, 1, 4], [6, 3, 2]]
72320 55071 [[8, 7, 0], [5, 1, 4], [6, 3, 2]]
72321 55073 [[0, 8, 1], [5, 4, 7], [6, 3, 2]]
72322 55073 [[8, 4, 1], [5, 0, 7], [6, 3, 2]]
72323 55074 [[1, 5, 7], [8, 0, 2], [6, 4, 3]]
72324 55075 [[0, 8, 1], [5, 2, 7], [6, 4, 3]]
72325 55076 [[5, 8, 7], [1, 0, 2], [6, 4, 3]]
72326 55076 [[5, 8, 7], [6, 1, 2], [0, 4, 3]]
72327 55077 [[8, 7, 2], [5, 0, 1], [6, 4, 3]]
72328 55077 [[8, 7, 2], [5, 1, 3], [6, 4, 0]]
72329 55078 [[4, 8, 7], [6, 0, 2], [1, 5, 3]]
72330 55078 [[0, 8, 7], [4, 6, 2], [1, 5, 3]]
72331 55079 [[4, 8, 0], [1, 6, 7], [5, 3, 2]]
72332 55080 [[4, 8, 7], [5, 0, 1], [6, 3, 2]]
72333 55080 [[4, 8, 0], [5, 1, 7], [6, 3, 2]]
72334 55081 [[0, 8, 7], [4, 5, 2], [6, 1, 3]]
72335 55081 [[4, 8, 7], [6, 5, 2], [0, 1, 3]]
72336 55082 [[0, 4, 7], [5, 8, 2], [6, 1, 3]]
72337 55082 [[4, 7, 0], [5, 8, 2], [6, 1, 3]]
72338 55083 [[7, 2, 0], [8, 4, 1], [5, 6, 3]]
